filename	sirlins_filename	name	starting_zone	color	spec	type	subtype	cost	target_icon	tech_level	ATK	HP	rules_text_1	rules_text_2	rules_text_3	flavor_text	pedantry	sha1
demonology_spell_a.jpg	0010_soul_stone.jpg	Soul Stone	codex	Black	Demonology	Ongoing Spell	Buff	2	TRUE				Attach to a unit.	Attached unit gets +1/+1. If it would die, instead remove all damage from it and sacrifice all Soul Stones on it.				ca06a09e73c020073e0794d0203456dd08437222
demonology_spell_b.jpg	0011_dark_pact.jpg	Dark Pact	codex	Black	Demonology	Spell		0	TRUE				Deal 2 damage to a base, then that player draws 2 cards.					1d1b83b63decaf796e217e61b0dc8a732bec5a12
demonology_spell_c.jpg	0012_shadow_blade.jpg	Shadow Blade	codex	Black	Demonology	Spell	Debuff	3	TRUE				Deal 3 damage to a patroller. If it dies from Shadow Blade, its controller discards a card at random.				Not Burn?	5608494592ee7b9b578de0af964f7881333bbfc4
demonology_spell_ult.jpg	0013_metamorphosis.jpg	Metamorphosis	codex	Black	Demonology	Ultimate Spell	Buff	6	FALSE				Sacrifice all units you control.	Your non-Demon heroes level to max and become Demons. Put two +1/+1 runes on each, they get readiness, and are invisible until they leave play.				90689e60e619caaafd8513c9daca41e41aaa7d1d
demonology_tech1_a.jpg	0022_gargoyle.jpg	Gargoyle	codex	Black	Demonology	Unit	Horror	3	FALSE	1	0	2	Indestructible (If this would die, exhaust it and remove all damage and attachments from it instead. You can't sacrifice it.)	Can't attack or patrol.	① → Until your next upkeep, Gargoyle isn't indestructible, gains flying, +3 ATK, and it can attack and patrol. Once-per-turn.			1217a71cd2265e86b362fc58c813878e47b19578
demonology_tech1_b.jpg	0023_twilight_baron.jpg	Twilight Baron	codex	Black	Demonology	Unit	Demon	4	FALSE	1	4	4	Overpower (Excess combat damage this would deal to a patroller hits something else this could attack.)	You can't play tech II or III units.				66d200e03d8c841adbe8cfe2bdcd7fdaa5e09b0f
demonology_tech2_a.jpg	0028_voidblocker.jpg	Voidblocker	codex	Black	Demonology	Unit	Demon	3	FALSE	2	2	6	Whenever an opponent attacks Voidblocker, they exhaust another of their ready units or heroes.					1f33483808f28c8c4eacab508899a9f14691b229
demonology_tech2_b.jpg	0029_blackhand_dozer.jpg	Blackhand Dozer	codex	Black	Demonology	Unit	Demon	4	FALSE	2	7	6	Overpower	Damage you deal can reduce opposing bases' HP to 6, but not lower.	Dies: Active player destroys one of your lowest tech units.			284dc02bf4ea139952d6d388b7c37a0720e80fc3
demonology_tech2_c.jpg	0030_banefire_golem.jpg	Banefire Golem	codex	Black	Demonology	Unit	Demon	6	FALSE	2	7	7	Upkeep: Sacrifice a unit. If you do, deal 1 damage to each opposing unit, hero, and building.					8f316ea165b6210d371af92ce3ad5086c26d2d17
demonology_tech2_d.jpg	0031_terras_q.jpg	Terras Q, the Shackled	codex	Black	Demonology	Legendary Unit	Demon Overlord	6	FALSE	2	15	15	Resist 3, Obliterate 2 (Whenever this attacks, destroy the defender's two lowest tech units first.)	Arrives: Summon four 0/1 black Warlock tokens for an opponent. Terras Q can't attack or patrol while any of those tokens are in play.				49925316cc837a5dbb154d9eaa2ec8ee5ff7336c
demonology_tech2_e.jpg	0032_shrine_of_forbidden_knowledge.jpg	Shrine of Forbidden Knowledge	codex	Black	Demonology	Building		3	FALSE	2		5	Upkeep: Your base takes 1 damage.	Draw/Discard phase: Card draw +1, hand size +1	Your Demons are unstoppable by units.			c1a91c8ec6ece230a8f2a123ae220de4e4d639d9
demonology_tech3.jpg	0043_zarramonde.jpg	Zarramonde, the Obliterator	codex	Black	Demonology	Legendary Unit	Demon	10	FALSE	3	11	11	Arrives: If you played Zarramonde from your hand, destroy a unit, hero, worker, upgrade, or ongoing spell.	Untargetable, obliterate 4 (Whenever this attacks, destroy the defender's four lowest tech units first.)				15dbf033d017dff823e4d961f1c417e376dfdffe
disease_spell_a.jpg	0014_sickness.jpg	Sickness	codex	Black	Disease	Spell	Debuff	2	TRUE				Put a -1/-1 rune on up to two units and/or heroes.					0e7b2309b37591491082cf53c37012936de33009
disease_spell_b.jpg	0015_spreading_plague.jpg	Spreading Plague	codex	Black	Disease	Spell		4	FALSE				Destroy all tech 0, I, or II units and heroes that have -1/-1 runes.					fbeadeeb4d591fbd33e9e058f60c987d24097743
disease_spell_c.jpg	0016_carrion_curse.jpg	Carrion Curse	codex	Black	Disease	Spell		3	FALSE				Look at an opponent's hand. Choose up to two non-unit cards for them to discard.				Seems like it should have the target symbol?	2b2d80725b2008e044466e3bcf7a84515a06fbef
disease_spell_ult.jpg	0017_death_and_decay.jpg	Death and Decay	codex	Black	Disease	Ultimate Spell	Debuff	8	FALSE				Give all an opponent's units and heroes -3/-3 this turn. Deal 3 damage to all their buildings.					8dbedae3d33b05991703635a0c3f13970bce1e7c
disease_tech1_a.jpg	0024_hooded_executioner.jpg	Hooded Executioner	codex	Black	Necromancy	Unit	Soldier	2	FALSE	1	3	3	Boost ③ (You may pay an additional ③ when you play this to get the boost effect.)	If you boosted, destroy each opponent's weakest unit. (The lowest tech unit with the least ATK. You choose if there's a tie for least ATK.)				7148f33800264aa2168928521e347aa6a3c7f02d
disease_tech1_b.jpg	0025_bone_collector.jpg	Bone Collector	codex	Black	Necromancy	Unit	Zombie	2	FALSE	1	3	3	Attacks: Summon a 1/1 black Skeleton token.					428b624c5ae6d12ea4e5abc50f4ae046674f1359
disease_tech2_a.jpg	0033_gorgon.jpg	Gorgon	codex	Black	Disease	Unit	Horror	3	FALSE	2	2	4	Deathtouch (Combat damage this deals to units or heroes, even to their armor, kills them.)	Dies: Draw a card.				57f84c702161cd6a6634ab217724373ea9f02e1e
disease_tech2_b.jpg	0034_cursed_ghoul.jpg	Cursed Ghoul	codex	Black	Disease	Unit	Ghoul	4	TRUE	2	4	5	Arrives: Put a -1/-1 rune on a unit.	Unstoppable by units with -1/-1 runes. (Can ignore those patrollers when attacking.)				d5d13e20e1e2bc4427695362a85298303a6e41d3
disease_tech2_c.jpg	0035_cursed_crow.jpg	Cursed Crow	codex	Black	Disease	Unit	Bird	3	FALSE	2	3	3	Flying	Damages a base: Defending player discards a card at random.				753cd0edf75065d29a95d52637a494b77f029049
disease_tech2_d.jpg	0036_abomination.jpg	Abomination	codex	Black	Disease	Unit	Horror	6	FALSE	2	6	6	All other units get -1/-1.					7090402d5241f324680199a3b85d56d81d33a069
disease_tech2_e.jpg	0037_plague_lab.jpg	Plague Lab	codex	Black	Disease	Building		3	FALSE	2		4	Arrives: Put a -1/-1 rune on all of an opponent's units.	②, ⤵ → For any number of cards with runes, add another rune of a kind already there.				7c32a94372624112d46203fbec8b341e787330a4
disease_tech3.jpg	0044_plague_lord.jpg	Plague Lord	codex	Black	Disease	Unit	Horror	6	FALSE	3	4	7	Arrives or attacks: Put a -1/-1 rune on each opposing unit and hero.	Upkeep: Each player's base takes 1 damage for each -1/-1 rune on their units and heroes.	Resist 2			f925a2b06a41e2f33a47d0081bc93b9076f19bf7
necromancy_spell_a.jpg	0018_nether_drain.jpg	Nether Drain	codex	Black	Necromancy	Spell	Debuff	1	TRUE				One hero loses two levels and can't level up this turn. Another hero gains two levels. (Heroes can't go below level 1 or above their max level.)					7ff512a7ac075f148e96e2b55ac9122f395fc49a
necromancy_spell_b.jpg	0019_lichs_bargain.jpg	Lich's Bargain	codex	Black	Necromancy	Spell	Summon	2	FALSE				Sacrifice a worker. Your base takes 4 damage.	Summon three black tokens: a 1/1 Skeleton, a 2/2 Zombie, a 3/3 Horror with deathtouch				3412d1cf500a13d3567daf10692d8a349c270a4c
necromancy_spell_c.jpg	0020_doom_grasp.jpg	Doom Grasp	codex	Black	Necromancy	Spell		4	TRUE				Sacrifice a unit. If you do, destroy a tech 0, I, or II unit or hero.				Not Debuff?	eca32560b600ce5df2129793bd14d085417e33bc
necromancy_spell_ult.jpg	0021_death_rites.jpg	Death Rites	codex	Black	Necromancy	Ultimate Spell		4	FALSE				Whenever one of your units dies this turn, destroy one of an opponent's lowest tech units.					7fef5e333cc442d07a6c4c77e0e8ef5c127e7385
necromancy_tech1_a.jpg	0026_crypt_crawler.jpg	Crypt Crawler	codex	Black	Disease	Unit	Insect	2	TRUE	1	3	3	Sparkshot (When attacking a patroller, deals 1 damage to an adjacent patroller.)	① -> A flier loses flying this turn.				286e7a5d5f3957b784ae1ce085a44db21c835fd3
